title,main_story,main_extra,complesionist,all_styles
RelayerAdvanced DLC - Saturn's Quadriga NEXT,0,0,0,0
RelayerAdvanced DLC - Pluto's Tenmu Asuka NEXT,0,0,0,0
RelayerAdvanced DLC -Nile's Dog Star NEXT,0,0,0,0
RelayerAdvanced DLC - Eight's Trident NEXT,0,0,0,0
Relayer Advanced - Spin-Off Stories,0,0,0,0
魔塔三国之逆乱时空,0,0,0,0
Screaming Chiceken: Ultimate Showdown [Play Test],0,0,0,0
Fishton: A Town to Remember,0,0,0,0
In The Dark,0.0,0.0,0.0,0.0
RPG Maker MV - Fantasy RPG BGM Pack - The Forest land Edition,0,0,0,0
A Smooth Game (Unlike... Life),0,0,0,0
VR Rock Climbing,0,0,0,0
Another Master's Student Life,0,0,0,0
Fritz&Chesster  - lern to play chess - Vol. 1 - Edition 2023,0,0,0,0
Crazy Click Thursday,0,0,0,0
海龟蘑菇汤,0,0,0,0
Burg Wimmel,0,0,0,0
Project Alex,0,0,0,0
VR Dragon Flight,0,0,0,0
Underscore Playtest,0,0,0,0
KEEP OUT : Black Protein,0,0,0,0
Bud Spencer & Terence Hill - Slaps And Beans 2,0,0,0,0
RelayerAdvanced DLC - Season Pass,0,0,0,0
King Of Water,0,0,0,0
Retro Drive,0,0,0,0
Torn Apart Prototype,0,0,0,0
Age of Empires II: Definitive Edition - Return of Rome,0,0,0,0
Lofi Waifu Jigsaw,0,0,0,0
JumpBall,0.0,0.0,2.5,2.5
Endless Engines,0,0,0,0
Car Dealership Simulator,0,0,0,0
VTOL VR: T-55 Tyro - Trainer Jet,0,0,0,0
Winged Raider,0,0,0,0
Tower Numbers,0,0,0,0
Backrooms: Escape Together,1.37,0.0,0.0,1.37
Rooftop Postgirl,0,0,0,0
URBO,0,0,0,0
Color Pals,0,0,0,0
The Boundary Condition,0,0,0,0
GUN KING,0,0,0,0
Onion Assault,1.77,0.0,0.0,1.77
Riddledale,0,0,0,0
Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat - Thornkeep Dungeon 2-pack,0,0,0,0
Ravyne,0,0,0,0
Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Map - Arcane Dungeons,0,0,0,0
Fantasy Grounds - Aegis of Empires 5: Race for Shataakh-Ulm,0,0,0,0
Relayer Advanced - Terra's Astoria NEXT,0,0,0,0
Relayer Advanced - Sun's Amaterasu NEXT,0,0,0,0
Relayer Advanced - Uranus's Herschel NEXT,0,0,0,0
Relayer Advanced - Mercury's Petasos NEXT,0,0,0,0
Relayer Advanced - Milky Way's Galaxy Star NEXT,0,0,0,0
Relayer Advanced - Halley's Comet NEXT,0,0,0,0
Relayer Advanced - Mintaka's Al-Jauza NEXT,0,0,0,0
Relayer Advanced - Alnilam's Epsilon NEXT,0,0,0,0
Relayer Advanced - Alnitak's Zeta NEXT,0,0,0,0
Relayer Advanced - Mars's Neo Mars NEXT,0,0,0,0
Fit Puzzle Blocks,0,0,0,0
Pushing POPO,0,0,0,0
Rebirthing,0,0,0,0
Servants of Sumomon,0,0,0,0
"College Kings 2 - Episode 2 ""The Pool Party"" Deluxe Upgrade",0,0,0,0
"College Kings 2 - Episode 2 ""The Pool Party"" Supporter Upgrade",0,0,0,0
人生牌,0,0,0,0
CyberBlocker Complete Edition Playtest,0,0,0,0
AVOPUG SHOW,0,0,0,0
There Is No Light - Supporter Pack,0,0,0,0
GladiEATers,0,0,0,0
Tower Princess - Supporter Pack,0,0,0,0
Magical Girl Survivors: Prologue,0,0,0,0
Jasper's Dream,0,0,0,0
KINGDOM BASH®,0,0,0,0
Achievement Collector: Dog - Poo Expansion Pack,0,0,0,0
Labyrinth of Galleria: The Moon Society - Quest Set,0,0,0,0
Rising Star - The Horse Game,0,0,0,0
Bad Writer,0.0,0.44,0.0,0.44
Skirmishers,0,0,0,0
Survivor Mercs,0,0,0,0
Planetary Exploration Company Playtest,0,0,0,0
Ultimate Panzer,0,0,0,0
Lilith Wants to Buy Your Soul,0,0,0,0
人世间：海岛,0,0,0,0
Senpai Puzzle: Waifu Summer,0,0,0,0
Valley of The Old Masters,0,0,0,0
Senpai Puzzle: Waifu Summer - Background Waifus Pack,0,0,0,0
BECROWNED,0,0,0,0
Chinese Expeditionary Force - Assault Team,0,0,0,0
Faraway 3: Arctic Escape,0.0,0.0,4.44,4.44
RUSLICSTAN INVADES,0,0,0,0
PngTuber Maker,0,0,0,0
Angel Legion-DLC Cute Regular(Red),0,0,0,0
Cyber Strider,0,0,0,0
Kong Hero,0,0,0,0
Light the Backrooms,0,0,0,0
COSMIC HOLES,0,0,0,0
Animal Kingdom: Wildlife Expedition,5.27,5.96,0.0,5.65
Sudoku Vacation 2,0,0,0,0
A look into...,0,0,0,0
Vradark's Revenge,0,0,0,0
Animal Shelter - Horse Shelter DLC,0,0,0,0
TAMERLANE,0,0,0,0
Horror Explus,0,0,0,0
Anime RPG: Isekai Journey,0,0,0,0
Quadice,0,0,0,0
Thumb Tanks,0,0,0,0
A Special Place In Hell,0,0,0,0
ONI: Road to be the Mightiest Oni - Kanna's Kimono: Indigo Fiber,0,0,0,0
ONI: Road to be the Mightiest Oni - Kuuta's Travel Tool: Cloud Crest,0,0,0,0
The Last Duskreaper,0,0,0,0
Drifting with Maxwell Cat: The Game,0,0,0,0
Destiny 2: Legacy Collection (2023),0,0,0,0
Efpiyes Playtest,0,0,0,0
Desert Spirit Grave,0,0,0,0
Grip on Reality - The Jaguar,0,0,0,0
Kinda Knirpsi,0,0,0,0
Package Inspector,3.3,5.71,0.0,3.72
Vandaan,0,0,0,0
Guts 'n Grunts,0,0,0,0
Abhorrent Light,0,0,0,0
Square Life,0,0,0,0
Twinkle Hunter,0,0,0,0
The Cloud City Playtest,0,0,0,0
Pathfinder: Wrath of the Righteous - The Last Sarkorians,0,0,0,0
键盘侠Keyboardmen,0,0,0,0
Virus Survivor,0,0,0,0
Raid on Taihoku artbook,0,0,0,0
Castle of Blackwater,0,0,0,0
Evil Dungeon,0,0,0,0
Ninja Party,0,0,0,0
Stick Bros,0,0,0,0
ENDALOR,0,0,0,0
Hell Evolution – Devil Girls Raising (R-18),0,0,0,0
The Reacher,0,0,0,0
Zombie Watch Part II,0,0,0,0
"Blood Money, Good Money",0,0,0,0
Downhill Pro Racer,0,0,0,0
The Inverse - Japanese Language Bolt-On,0,0,0,0
Hold the Door!,0.0,0.0,0.0,0.0
Rhythm Taichi XR,0,0,0,0
Rhythm Taichi - Enable Webcam,0,0,0,0
REFLEXIA Prototype ver. Original Graphics,0,0,0,0
The You Testament: The 2D Coming,0,0,0,0
The Inverse - Korean Language Bolt-On,0,0,0,0
Seroutte,0,0,0,0
Caves of Lore Playtest,0,0,0,0
Maximum Action,1.07,3.28,0.0,1.35
Color X Memory,0,0,0,0
Underquest,0,0,0,0
PlanetS Playtest,0,0,0,0
Astral Coconut,0,0,0,0
Expand and Exterminate: Terrytorial Disputes Playtest,0,0,0,0
DisambiguationTime Playtest,0,0,0,0
Chess Match,0,0,0,0
Drop It: Block Paradise!,2.24,0.0,0.0,2.24
Solitary PaperPlane,0,0,0,0
Dragon Call - Aquarium Tower,0,0,0,0
Dragon Call - Demon Tower,0,0,0,0
Dragon Call - Devil Tower,0,0,0,0
Dragon Call - Hachi Tower,0,0,0,0
Ancient Legends,0,0,0,0
Ashes of War,0,0,0,0
X-MODE,0,0,0,0
Slippery Flippers: Episode One - Amulet of the Gods,0,0,0,0
The King of Cats,0.0,0.0,1.08,1.08
Devil Devour Alive DX,0.0,0.35,0.0,0.35
Tonalities,0,0,0,0
Chosun Zombie Defense,0,0,0,0
Kinetic: Break All Limits Playtest,0,0,0,0
Sands of Salzaar - The Tournament,0,0,0,0
最弱骸骨兵 The Weakest Skeleton,0,0,0,0
Virnap,0,0,0,0
"『LACKGIRL I - ""Astra inclinant, sed non obligant.""』",0,0,0,0
Panzer Knights - Churchill & Valentine,0,0,0,0
Mr. Bear's Bizarre Adventure,0,0,0,0
丧尸世界-末日卡牌巅峰,0,0,0,0
Grace Online Playtest,0,0,0,0
Goi Playtest,0,0,0,0
Penguin Adventure,1.25,2.37,0.0,1.56
草食系男子の言いなり入院生活- A passive boy at the Huntress clinic -,0,0,0,0
Dark Desire Mute 1,0,0,0,0
Age Of Cards - Ra's Chess Playtest,0,0,0,0
Cracks In Hell,0,0,0,0
Otherworld Legends - Ruthven,0,0,0,0
Otherworld Legends - Aigneis,0,0,0,0
Otherworld Legends - Skin : Xandu Epsilon,0,0,0,0
Otherworld Legends - Skin : Golgoth Zeta,0,0,0,0
Otherworld Legends - Skin : Asurendran Might,0,0,0,0
Rabi-Ribi - Tevi x Rabi-Ribi Collab Costume Skin,0,0,0,0
无限投影2,0,0,0,0
Survivor:Stay In The Light,0,0,0,0
Logic - Keypad,0,0,0,0
Sex with Succubus ❤️‍🔥,0,0,0,0
Tactics Greed,0,0,0,0
Alien Invasion: RPG Idle Space,0,0,0,0
Sexy Milfs,0,0,0,0
TITS OKAY TITS FINE: LEWD ME DARLING,0,0,0,0
Ryo The Haunted Office,0,0,0,0
Every Summer Holiday - BL (Boys Love) Visual Novel,0,0,0,0
Drag the Dead,0,0,0,0
Bug & Seek,0,0,0,0
Torico's b-day gift hunt,0,0,0,0
CUCKOLD SIMULATOR: Ukraine Supporter Pack,0,0,0,0
Fantasy Grounds - Fantasy Grounds Swamp Map Pack,0,0,0,0
The Risen Survival,0,0,0,0
Sleepy Daniel,0,0,0,0
UnderBackrooms,0,0,0,0
Diesel The Pug Warrior,0,0,0,0
Guacomole,0,0,0,0
CuDo,0,0,0,0
Fliese,0,0,0,0
Gladiator's Arena,0,0,0,0
Find the Whales: Español,0,0,0,0
Infinite Mirror,0,0,0,0
[Available in English] Got reincarnated into a world of RPG full of NPCs… - Additional adult story & Graphics DLC,0,0,0,0
Hentai SportsGirl,0,0,0,0
Highway Speeder,0,0,0,0
Adventure of a Lifetime,3.41,3.79,4.45,3.75
Spellsphere,0,0,0,0
Legion of Judgment: Fallen Angel,0,0,0,0
(para)Normal Commute,0,0,0,0
My MILF Stepmom💋,0,0,0,0
[Available in English] Hero Zex - Additional adult story & Graphics DLC,0,0,0,0
Ultra Fishing,0,0,0,0
Dota 2,691.77,1181.12,1641.31,1142.13
The 9th Charnel Playtest,0,0,0,0
Saiko no sutoka no shiki,0,0,0,0
海伦的神迹,0,0,0,0
圣魂,0,0,0,0
Desktop Garage Kit,0,0,0,0
Hell Grinder,0,0,0,0
GLR10X10,0,0,0,0
How 2 Escape,0,0,0,0
Traffic Brains 2,0,0,0,0
Angel Legion-DLC Cute Regular(Black),0,0,0,0
Domination - War of Nations,0,0,0,0
Hentai Puzzle Universe,0,0,0,0
Waiter,0,0,0,0
Cions of Vega,0.98,0.0,1.4,1.13
FULLYBROKEN: WAY HOME,0,0,0,0
Christmas Night,0.75,0.0,0.0,0.75
The Complex: Expedition Playtest,0,0,0,0
Lunars Playtest,0,0,0,0
Evotales,0,0,0,0
Nightly Trash,0,0,0,0
Vampire Survivors: Tides of the Foscari,4.15,5.32,6.14,5.55
ΔV: Rings of Saturn - Deep Weeb,0,0,0,0
Bombe Playtest,0,0,0,0
人球の逆娘／Reverse Woman of Human Ball,0,0,0,0
Absolute Alchemical Potion,0.0,5.58,9.3,7.44
Touch the Color,0,0,0,0
Eternal Fidelity,0,0,0,0
Unusual Ghost,0,0,0,0
King's Hand - Seasonal Winter Pack,0,0,0,0
T-Rex Dinosaur Game,0,0,0,0
Hentai15Puzzle02,0,0,0,0
Project SWARM: Drone Space Exploration Program,0,0,0,0
Keeping It Shrimple,0,0,0,0
The Inverse,0,0,0,0
Insert Rich Family Name,0,0,0,0
Dragon Call - Dragon Tower,0,0,0,0
Vegan Rebellion,0,0,0,0
Elle: Portal,0.0,0.0,0.0,0.0
Ringlorn Saga Gaiden,0,0,0,0
Manager Can be Tough!: Case of the Kidnapped Waitress,0,0,0,0
HELLGRINDER,0,0,0,0
Pineapple on Pizza,0.18,0.23,0.49,0.36
一个人的木偶剧,0,0,0,0
The Slothgate Experiment - Death's Door,0,0,0,0
OutRune,0,0,0,0
Lunar Mountain,0,0,0,0
Sehoni Island: Monsters and Adventures,0,0,0,0
传说之始,0,0,0,0
Maize,3.48,3.68,4.01,3.59
Tear - Donation,0,0,0,0
Multiverse Crush,0,0,0,0
Inmortuae Metuunt: Rise of The Undead,0,0,0,0
Deep In The Snowy Night,0,0,0,0
House of Shadow,0,0,0,0
Gravitaws,0,0,0,0
The Crimson Kingdom,0,0,0,0
The Duck Song Game,0,0,0,0
Kitsu's Destiny - Prototype,0,0,0,0
Lawnmower Game: Ufo Chase,0,0,0,0
Napoleon Maiden ~A maiden without the word impossible~ Artbook,0,0,0,0
DarkBlood -Gaiden-,0,0,0,0
Endless Samurai,0,0,0,0
Aerial Antics - 20th Anniversary,0,0,0,0
Fear the Phantom,0,0,0,0
Rogue Cube Defense,0,0,0,0
Alice Running Adventures,0,0,0,0
Monsters Mess,0,0,0,0
Backfirewall_,4.55,5.59,7.61,5.18
Endless Monday: Dreams and Deadlines,2.33,6.0,8.68,5.8
Broombot Battlegrounds,0,0,0,0
Epic Race: The Stadium,0,0,0,0
Lab Chaos Playtest,0,0,0,0
Outcasts of the Rift,0,0,0,0
RC Match 3,0,0,0,0
Space Escaper,0,0,0,0
Garten of Banban 2,1.66,2.5,0.0,1.94
The Cenozoic Era - More Colors,0,0,0,0
The Cenozoic Era - Extra Slots,0,0,0,0
The Cenozoic Era - Backer Edition Color Pack,0,0,0,0
Lingyao Garden | 虚空灵药园,0,0,0,0
Heli-Cats,0,0,0,0
Folia: The King's Revelry,0,0,0,0
That Last Girl,0,0,0,0
Anarchy: Wolf's law : Twilight Skin Set,0,0,0,0
Inazuma Eleven GO 2: Chrono Stone,34.15,115.1,316.18,83.19
Artur's Pinball,0,0,0,0
催眠スクールデイズ - Hypnotic School Days -,0,0,0,0
Exo Rally Championship,0,0,0,0
姉恋ごっこ - Siblings Role-play -,0,0,0,0
Deltazone - Customization Pack #1,0,0,0,0
Skyfighter Arcade,0,0,0,0
INVASION,0,0,0,0
Omega Crafter,0,0,0,0
钓鱼者传说 Playtest,0,0,0,0
【VR】Physical Exam / イタズラ身体測定,0,0,0,0
Merchant Legends: The Founding,0,0,0,0
War of the Roses,8.2,10.93,50.0,15.47
Brazen Thief,0,0,0,0
Hentai Beach,1.83,0.0,2.48,2.28
EVOREVO,0,0,0,0
Glowing Stones : Heroes' Awakening,0,0,0,0
Bargain Toader,0,0,0,0
Tiny House!,0,0,0,0
LAB.AR,0,0,0,0
PhotonVERSE,0,0,0,0
BOOM Adventures,0,0,0,0
Grief Trigger,0,0,0,0
Love Menu,0,0,0,0
A Terrible Place,0,0,0,0
Hell: distant lights,0,0,0,0
PlanetSide 2,27.32,78.0,1492.78,296.3
Meowter Space Playtest,0,0,0,0
Hunting Pearl Creek,0,0,0,0
Dummy Pirates: Ocean Tales,0,0,0,0
Pet Dragon Girl,0,0,0,0
My Neighbor Neko,0,0,0,0
Kitten Kingdom,0,0,0,0
Banbard,0,0,0,0
Towers Deck,0,0,0,0
SimpleRockets 2,26.18,0.0,0.0,26.18
Agent Team Simulator - Starter Pack,0,0,0,0
Agent Team Simulator - USA Campaign,0,0,0,0
Agent Team Simulator - China Campaign,0,0,0,0
Agent Team Simulator - UK Campaign,0,0,0,0
Agent Team Simulator - Support the Developer Pack,0,0,0,0
Brawlhalla - Winter Championship 2023 Pack,0,0,0,0
Old World - The Sacred and The Profane,0,0,0,0
Hidden Cats in London - Printable PDF Coloring Book and Poster,0,0,0,0
Sinoven,0,0,0,0
Panspermia - Horror Myson Mansion,0,0,0,0
The Last Golden Fox,0,0,0,0
Find the Whales,0,0,0,0
Altered Algorithm,0,0,0,0
Dungeon Merchant,0,0,0,0
平寇志-试玩版序章,0,0,0,0
CUSTOM ORDER MAID 3D2 It's a Night Magic Traditional Japanese Special All in Pack,0,0,0,0
We Love Katamari REROLL+ Royal Reverie - Katamari Damacy Series Music Bundle,0,0,0,0
MOBILE SUIT GUNDAM BATTLE OPERATION 2 - Start Dash Pack,0,0,0,0
MOBILE SUIT GUNDAM BATTLE OPERATION 2 - Release Anniversary Pack,0,0,0,0
MOBILE SUIT GUNDAM BATTLE OPERATION 2 - Code Fairy Item Set,0,0,0,0
exp!A,0,0,0,0
ReverseRoom,0,0,0,0
Hollow,5.17,0.0,0.0,5.17
Elven City Simulator,0,0,0,0
"Slingshell, by Muno!",0,0,0,0
iVRy for SteamVR (Pico App Installer),0,0,0,0
iVRy Driver for SteamVR (Pico Premium Edition),0,0,0,0
Nope Nope Nope Nurses,0.0,0.0,0.0,0.0
HELLO EXO,0,0,0,0
WHITE WATER,0,0,0,0
ALPO : Way home,0,0,0,0
Sinister Sacrifice,0,0,0,0
Droid Wars - Duel,0,0,0,0
Medieval Shopkeeper Simulator,10.18,0.0,0.0,10.18
Builders of Greece Playtest,0,0,0,0
Bargain Blocz,0,0,0,0
BoxLoop 2,0,0,0,0
LumenTale: Memories of Trey,0,0,0,0
Ballz,8.0,0.0,0.0,8.0
Star Conflict - Wasp,0,0,0,0
Star Conflict - Typhon,0,0,0,0
Motherless - Season 3,0,0,0,0
The Symbiant - Adult Patch,0,0,0,0
The Symbiant - 18+ Artbook & CG Pack,0,0,0,0
Shoot! VR,0,0,0,0
龙眠的夏天,0,0,0,0
Power to the People,13.75,0.0,0.0,13.75
Spatial Terminal: Craft Infinite Open Worlds,0,0,0,0
to back from AFTERLIFE,0,0,0,0
Arcadia,0.35,0.0,0.7,0.44
Plasmarena,0,0,0,0
Butchers Don't Surf!,0,0,0,0
Fast Burger Simulator,0,0,0,0
What is snowman made of?,0,0,0,0
What is snowman made of? Playtest,0,0,0,0
Alkurai Playtest,0,0,0,0
nothing_matters,0,0,0,0
[Available in English] Adventurer Liz and the Erotic Dungeon - Additional adult story & Graphics DLC,0,0,0,0
[Available in English]Meria and The Island of Orcs - Additional adult story & Graphics DLC,0,0,0,0
"[Available in English] Mireille and Amrita, the Forest of Illusions - Additional adult story & Graphics DLC",0,0,0,0
人类保存计划 Human Save Plan,0,0,0,0
JR EAST Train Simulator: Saikyo-Kawagoe Line (Osaki to Kawagoe) E233-7000 series,0,0,0,0
Flip TD Playtest,0,0,0,0
NEKOPARA Extra - NEKOPARA OVA,0,0,0,0
Kill Pill,0,0,0,0
Cornucopia (GBA),0,0,0,0
Training Shooter FPS,0,0,0,0
Swapette Showdown Playtest,0,0,0,0
University Life Visual Novel,0,0,0,0
Project Bonsai,0,0,0,0
NUMANUIN,0,0,0,0
For the Queen,0,0,0,0
Chinese Rail SIm,0,0,0,0
三國立志傳,0,0,0,0
Rise of the Funkys,0,0,0,0
Der Trapstand,0,0,0,0
Offroad Mechanic Simulator: Prologue - First Job,0,0,0,0
Redout 2 - Winter Pack,0,0,0,0
Pomegranate Tea,0,0,0,0
Age of Wonders 4: Expansion Pass,0,0,0,0
Final Forge,0,0,0,0
Swarm Horror,0,0,0,0
Midnight Dash,0,0,0,0
Hack and Shoot Heroes,0,0,0,0
Star Hive: The Menace,0,0,0,0
Futanari girls 3D ⚧👧🍆,0,0,0,0
Zooblies,0,0,0,0
[Available in English] Mon-Musu Master - Additional adult story & Graphics DLC,0,0,0,0
VAIL VR SmoothBrain Pack,0,0,0,0
Mushroom Agent,0,0,0,0
Poveglia,0,0,0,0
[Available in English] Mon-Musu Quest - Additional adult story & Graphics DLC,0,0,0,0
Hidden Cats in New York,0.0,0.0,0.0,0.0
Endless Nesla,0,0,0,0
Pitchfork Battles,0,0,0,0
Banana Yetti,0,0,0,0
RPG Maker VX Ace - MT Tiny Tales Battlers - Wild Beasts,0,0,0,0
RPG Maker MV - MT Tiny Tales Battlers - Wild Beasts,0,0,0,0
RPG Maker MZ - MT Tiny Tales Battlers - Wild Beasts,0,0,0,0
RPG Maker MV - Last Boss Pack Vol.4,0,0,0,0
RPG Maker MZ - Last Boss Pack Vol.4,0,0,0,0
The Void Calls Playtest,0,0,0,0
Public Land Hunter Playtest,0,0,0,0
The Legend of Heroes: Kuro no Kiseki - Costume Set,0,0,0,0
The Legend of Heroes: Kuro no Kiseki - Accessories Set,0,0,0,0
The Legend of Heroes: Kuro no Kiseki - Voice Set,0,0,0,0
The Legend of Heroes: Kuro no Kiseki - Starter Consumable Set,0,0,0,0
The Legend of Heroes: Kuro no Kiseki - Advanced Consumable Set,0,0,0,0
The Legend of Heroes: Kuro no Kiseki - Free Sample Set,0,0,0,0
Baalzebub,0,0,0,0
CyberTown: Prologue,0,0,0,0
Invincible Medusa,0,0,0,0
SpaceDog,0,0,0,0
Borderwatch: Dark Armada,0,0,0,0
From Space - Grenadier and Scientist Specialists,0,0,0,0
From Space - The Scouts Specialists,0,0,0,0
The Seven Awakenings: I Randall,0,0,0,0
FloraMancer : Seeds and Spells,0,0,0,0
Mind Diver,0,0,0,0
Don't Wake God,0,0,0,0
The Prospector,0,0,0,0
SCP-096: Backroom Games,0,0,0,0
NINE ROUNDS RAPID,0,0,0,0
Oathbound: Arena,0,0,0,0
Lolita Expedition - Initial Commemorative Pack,0,0,0,0
Strategic Command: American Civil War - Wars in the Americas,0,0,0,0
Street Corners of the World Playtest,0,0,0,0
Summer Crush - Support DLC,0,0,0,0
[Available in English] Dragon Princess Anastasia - Additional adult story & Graphics DLC,0,0,0,0
Marleen,0,0,0,0
Riding to Bounce City - Christmas set A,0,0,0,0
Arcticide,0,0,0,0
Harvest Hills,0,0,0,0
Magemania,0,0,0,0
AIKAGI After Days,0,0,0,0
Chamberbound,0,0,0,0
Fortress VR Playtest,0,0,0,0
光明王传说,0,0,0,0
Kingdom: The Blood,0,0,0,0
黑白之地 Xanadu Land,0,0,0,0
Horror Tale 2: Samantha,0,0,0,0
PANELKI - Graffiti Pack DLC,0,0,0,0
The Void Calls,0,0,0,0
Mage Kanade's Futanari Dungeon Quest,0.0,0.0,0.0,0.0
Angkara: The Horde,0,0,0,0
Adventure with the Goddess,0,0,0,0
Adventure with the Goddess - Adult,0,0,0,0
Let's Play! Oink Games - NINE TILES,0,0,0,0
Cassette Beasts: The Art Book,0,0,0,0
Valkyrie: Dawn of Ragnarok,0,0,0,0
混沌骑士,0,0,0,0
RAISING TAIYAKI,0,0,0,0
POG XL,0,0,0,0
Ball Army vs Zombie,0,0,0,0
Emil: A Hero's Journey,0,0,0,0
Brutal Strike Playtest,0,0,0,0
Train Sim World® 3: Peak Forest Railway: Ambergate - Chinley & Buxton Route Add-On,0,0,0,0
Train Sim World® 3: Glossop Line: Manchester - Hadfield & Glossop Route Add-On,0,0,0,0
X-Plane 12 Add-on: Aerosoft - Airport Milano Malpensa,0,0,0,0
X-Plane 12 Add-on: Aerosoft - Society Islands XP - Bora Bora & Leeward Islands,0,0,0,0
Asteroid Run: No Questions Asked,0.0,0.0,0.0,0.0
Protos Magos,0,0,0,0
Sym.BIOS: Torn Asunder,0,0,0,0
Tyrant's Realm,0,0,0,0
The Dreamland：Free,0,0,0,0
Alive,0.0,0.0,0.0,0.0
Pact of Steel,0,0,0,0
Drift Playtest,0,0,0,0
PINHI!,0,0,0,0
Gunforged,0,0,0,0
CRYMACHINA,0.0,0.0,0.0,0.0
没落陰陽絵巻 - Tale of the fallen Onmyoji -,0,0,0,0
Demon Invasion: Endless,0,0,0,0
Viral Complex,0,0,0,0
Hentai Houseparty: Gyaru Gangbang,1.0,2.03,2.21,1.69
富甲天下3,0,0,0,0
太古封魔录-送GM特权福利拉满,0,0,0,0
Viral Complex Playtest,0,0,0,0
Crawlspace 2,0,0,0,0
Battle Heroine Crisis COSTUME : Chiffon Christmas,0,0,0,0
Battle Heroine Crisis COSTUME : Cassie Christmas,0,0,0,0
The Shell Part I: Inferno,0,0,0,0
Activate: 激活,0,0,0,0
NOTHING TO LOSE,0,0,0,0
bio-Synthetica,0,0,0,0
A Legend of Wisdom Part I,0,0,0,0
Fatal Frame,7.49,9.23,11.91,7.98
Exorsite,0,0,0,0
American Truck Simulator - Western Star® 5700XE,0,0,0,0
Dark Forester,0.0,0.0,0.0,0.0
Age of Wonders 4: Pre-Order Content Pack,0,0,0,0
Webcam Sex,0,0,0,0
The Last Hike,0,0,0,0
Project Zero Playtest,0,0,0,0
World of Turtle,0,0,0,0
The Passengers,0,0,0,0
AfterImpaKt,0,0,0,0
Goosey Guess,0,0,0,0
Bloodlust&mercy,0,0,0,0
Sphere Game Legendary,0,0,0,0
Orcs Coming TD,0,0,0,0
Mr. Stretch and the Stolen Fortune,0,0,0,0
Pyreside Waltz,0,0,0,0
Days of Doom,0.0,0.0,0.0,0.0
Factory Town Idle Playtest,0,0,0,0
Cache Grabbers,0,0,0,0
Jury - Episode 1: Before the Trial,0,0,0,0
Gridlocke,0,0,0,0
Dreaming Isles,0,0,0,0
Sacred Earth - Alternative,0,0,0,0
Easy Game,0,0,0,0
净化之径 Playtest,0,0,0,0
GirlFriend VR,0,0,0,0
Crashy Laps,0,0,0,0
Nash Racing: 70 seconds left,0,0,0,0
File Destined,1.67,0.0,0.0,1.67
Mine Battles,0,0,0,0
Pure Gore (Sandbox&Playground),0,0,0,0
Love & Sex: Second Base - Supporter Pack,0,0,0,0
Kill The Climbers,0,0,0,0
Candy Arkanoid,0,0,0,0
Panda's Village,0,0,0,0
Virtual Chemistry Lab,0,0,0,0
The Way of the Tiger (CPC/Spectrum),0,0,0,0
LittleBigPlanet 2: Cross-Controller Pack,0.0,0.0,0.0,0.0
Kingdom´s Edge Playtest,0,0,0,0
Above The Clouds - Episode 1,0,0,0,0
Chop Chop Guys Playtest,0,0,0,0
Colors:Zero,0,0,0,0
Not For Broadcast VR,0,0,0,0
Trapers Platformer,2.0,2.5,3.0,2.5
Cannon Climbing,0,0,0,0
Eru Anou Playtest,0,0,0,0
Moth Kubit,0,0,0,0
Arena Story～Rouge And Princess Knight～,0,0,0,0
Frack the World,0,0,0,0
Shapes & Shots,0,0,0,0
Friendly Facade,0,0,0,0
Teardown,11.78,20.63,22.68,17.7
Oblivion Eagle,0,0,0,0
Alaskan Road Truckers,0.0,0.0,0.0,0.0
Creeper World IXE,0,0,0,0
SlimeCatcher,0,0,0,0
Figures Of Heroes,0,0,0,0
Flaming Thunderer,0,0,0,0
Lone Traveler,0,0,0,0
Crime Scene,0.3,0.0,0.0,0.3
Breathless Winds - LGBT Visual Novel,0,0,0,0
Metal Glove: Exodus,0,0,0,0
Ball Punchers,0,0,0,0
Disaster Area,0,0,0,0
ISRC: Disaster Area Playtest,0,0,0,0
FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse Digital Deluxe Upgrade Pack,0,0,0,0
CyberVault,0,0,0,0
Trainz 2019 DLC - The Indian Pacific,0,0,0,0
Trainz 2022 DLC - The Indian Pacific,0,0,0,0
Trainz Plus DLC - The Indian Pacific,0,0,0,0
PK Girls,0,0,0,0
Just Futanari,0,0,0,0
モリシューター！のぞみ Playtest,0,0,0,0
War Of Celestials,0,0,0,0
Infiltrator,0.0,0.0,0.0,0.0
Fiendish Freddy's Big Top O' Fun,0.0,0.0,0.0,0.0
Infiltrator II: The Next Day,0.0,0.0,0.0,0.0
RAM: Random Access Mayhem,0,0,0,0
Virtual Aquarium - DLC Pack 5,0,0,0,0
Gunslinger Nova,0,0,0,0
Choice Chamber,0.0,0.0,0.0,0.0
希望之光1：灵菌涅槃,0,0,0,0
AgentRoy - Secure The Temple,0,0,0,0
Gnomepunk Playtest,0,0,0,0
Yokai Art : Endless Four Seasons DLC,0,0,0,0
Whispers of Gold,0,0,0,0
Lichtreich: Willa,0,0,0,0
Maui Mallard in Cold Shadow,3.07,4.4,0.0,3.64
Gachi: Christmas Party 🎄,0,0,0,0
GameDev Life Simulator 🎮🕹,0,0,0,0
